"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"4960","xxx","hebei","2014","small","37.4","0","18.8","0","43.8","3344","410","266","616","205601"
"4961","xxx","shandong","2012","middle","0","100","0","0","0","5428","704","812","876","229273"
"4962","xxx","hebei","2018","middle","51.2","0","17.4","31.4","0","5672","999","803","1497","307882"
"4963","xxx","shandong","2020","small","0","69.4","30.6","0","0","3740","375","250","527","246824"
"4964","xxx","hebei","2011","middle","33.3","27.4","39.3","0","0","3105","853","645","1296","504342"
"4965","xxx","shanghai","2014","middle","0","0","56.3","43.7","0","4865","877","803","1373","552180"
"4966","xxx","hebei","2017","middle","0","100","0","0","0","4340","903","913","1286","376702"
"4967","xxx","shandong","2012","small","0","0","90.5","9.5","0","1206","292","170","977","282879"
"4968","xxx","hebei","2016","middle","0","0","32.6","27.3","40.1","4120","966","654","857","422457"
"4969","xxx","shanghai","2014","small","0","0","0.4","0","99.6","1283","383","288","899","248547"
"4970","xxx","shanghai","2021","small","0","0","0","0","100","1171","470","196","417","263170"
"4971","xxx","shanghai","2016","small","40.1","59.9","0","0","0","2963","378","170","414","278086"
"4972","xxx","shandong","2020","middle","0","50.6","49.4","0","0","5599","898","694","1343","220281"
"4973","xxx","shandong","2016","small","0","1.4","0","98.6","0","3017","323","248","528","56591"
"4974","xxx","hebei","2012","small","0","0","100","0","0","750","453","218","587","290353"
"4975","xxx","beijing","2016","small","0","100","0","0","0","1876","237","211","751","95867"
"4976","xxx","shandong","2018","middle","65.4","0","34.6","0","0","5328","829","600","558","288435"
"4977","xxx","beijing","2017","middle","47.8","0.4","0","0","51.8","5240","808","885","647","571044"
"4978","xxx","tianjin","2021","middle","0","87.7","0","12.3","0","5570","993","916","982","465548"
"4979","xxx","shandong","2012","small","63.1","36.9","0","0","0","3405","128","243","466","192726"
"4980","xxx","shandong","2012","middle","16","40","2.3","0","41.7","5464","975","875","580","473684"
"4981","xxx","tianjin","2020","big","2.9","0","16.6","30.4","50","7768","604","536","1820","1785531"
"4982","xxx","shandong","2012","small","6.2","1.8","29.8","22.7","39.4","1813","207","163","230","198853"
"4983","xxx","shandong","2017","middle","1.2","28.7","20.3","49.8","0","4744","929","892","1413","479424"
"4984","xxx","tianjin","2010","small","0","56.8","0","43.2","0","3531","205","107","507","84372"
"4985","xxx","shanghai","2016","small","66.6","0","19.1","14.2","0","3007","112","199","715","59108"
"4986","xxx","beijing","2020","middle","0","21.3","50.3","28.4","0","3091","945","813","1475","215205"
"4987","xxx","beijing","2014","small","1","0","0","19.2","79.8","3171","137","185","451","128216"
"4988","xxx","hebei","2011","small","37.5","16.5","41.6","4.3","0","3966","373","168","562","247088"
"4989","xxx","hebei","2015","middle","8.4","58.3","33.3","0","0","5344","729","667","1089","272523"
"4990","xxx","shanghai","2010","middle","20.2","0","0","23","56.8","5246","971","710","637","577193"
"4991","xxx","shanghai","2019","middle","42.2","0","57.8","0","0","3393","909","757","623","277821"
"4992","xxx","hebei","2016","small","0","44.5","5.6","41.3","8.6","2640","120","147","817","209039"
"4993","xxx","tianjin","2019","middle","46.7","25.5","10","17.8","0","4163","776","654","1400","418711"
"4994","xxx","shandong","2020","middle","25.1","0","50","25","0","3839","956","622","690","492105"
"4995","xxx","tianjin","2019","middle","0","26.6","0","17.7","55.7","4242","994","617","1435","283014"
"4996","xxx","hebei","2020","middle","10.3","0","79.3","10.4","0","5995","882","698","560","575520"
"4997","xxx","hebei","2017","small","0","0","34.3","30.1","35.6","3855","306","162","319","70929"
"4998","xxx","shanghai","2018","small","7.4","63","29.6","0","0","1326","494","121","457","253612"
"4999","xxx","hebei","2016","small","62.6","0","37.4","0","0","1973","440","104","907","188748"
"5000","xxx","shanghai","2010","middle","74","0.9","25.1","0","0","4881","734","963","1334","323403"
"5001","xxx","hebei","2011","small","0","0","100","0","0","3317","307","176","806","289303"
"5002","xxx","beijing","2014","small","55.7","0","6.8","37.5","0","1125","432","269","848","102662"
"5003","xxx","hebei","2019","middle","10.4","49.3","26.6","13.7","0","5143","850","749","1495","247402"
"5004","xxx","shandong","2017","small","0","100","0","0","0","832","204","128","515","200758"
"5005","xxx","hebei","2019","small","35.3","0","0","64.7","0","3460","259","184","613","229526"
"5006","xxx","shanghai","2014","middle","0","42.2","0","0","57.8","5719","814","842","1257","447784"
"5007","xxx","shanghai","2016","middle","0","0","0","100","0","3899","781","623","1453","422506"
"5008","xxx","shandong","2011","middle","0","27.9","21.2","50.9","0","4019","950","742","1374","421513"
"5009","xxx","hebei","2016","middle","0","72.2","16.7","11.1","0","4655","815","830","1136","502698"
"5010","xxx","tianjin","2019","small","39.4","28.3","0","5.1","27.2","3596","456","214","817","53822"
"5011","xxx","tianjin","2016","small","0","0","100","0","0","1583","498","286","815","271995"
"5012","xxx","hebei","2016","middle","4.4","32.4","0","38.8","24.4","4707","742","935","1300","447586"
"5013","xxx","beijing","2019","small","24.1","48","3.7","24.2","0","1479","477","173","584","76024"
"5014","xxx","tianjin","2014","middle","0","20.5","20.1","0","59.4","4490","987","928","724","389742"
"5015","xxx","beijing","2015","small","0","0","31.9","0","68.1","2318","198","120","894","82840"
"5016","xxx","beijing","2019","middle","48","17.3","34.7","0","0","3848","790","690","1308","379206"
"5017","xxx","hebei","2011","small","2.8","0","24.5","53.5","19.2","1999","179","157","812","106028"
"5018","xxx","shanghai","2010","middle","0","0","12.1","0","87.9","3503","737","967","529","494184"
"5019","xxx","tianjin","2020","middle","73.8","0","0","26.2","0","5544","734","877","669","379781"
"5020","xxx","shanghai","2015","small","0","0","100","0","0","1766","288","161","905","177148"
"5021","xxx","shanghai","2017","small","0","0","100","0","0","3405","368","266","796","218507"
"5022","xxx","shandong","2015","middle","0","42.3","1.8","2.6","53.4","3279","740","761","868","466249"
"5023","xxx","tianjin","2018","middle","17.4","0","29.1","35.6","17.9","4114","856","670","1437","265525"
"5024","xxx","hebei","2015","small","12.4","53.3","8.4","0","26","1893","371","161","431","225019"
"5025","xxx","beijing","2014","small","4.8","39.6","45.8","0","9.9","3280","427","157","660","120025"
"5026","xxx","shanghai","2017","middle","0","100","0","0","0","4677","916","764","786","414412"
"5027","xxx","beijing","2011","middle","0","0","0","0","0","4090","886","800","732","453994"
"5028","xxx","tianjin","2016","small","0","0","0","0","0","881","118","186","389","207015"
"5029","xxx","beijing","2018","middle","0","0","30.8","0","69.2","3993","826","714","934","250059"
"5030","xxx","tianjin","2012","small","67.6","0","0","18.2","14.3","2196","366","137","557","271893"
"5031","xxx","hebei","2014","small","15.9","11.6","63.4","0","9.1","3369","243","169","366","144946"
"5032","xxx","tianjin","2014","middle","40.6","11.7","0","17.4","30.3","4817","760","771","760","235618"
"5033","xxx","tianjin","2011","small","95.9","4.1","0","0","0","2392","391","245","776","212993"
"5034","xxx","shanghai","2021","middle","0","0","0","0.3","99.7","4731","799","719","1231","499239"
"5035","xxx","beijing","2011","small","0","0","0","41.7","58.3","2316","378","267","304","262682"
"5036","xxx","hebei","2010","small","0","72.7","0","18.9","8.3","538","449","252","749","169949"
"5037","xxx","shanghai","2012","small","36","19.1","26.8","18.2","0","1703","157","281","964","54329"
"5038","xxx","beijing","2020","middle","77.6","0","0","22.4","0","3251","821","840","1346","556906"
"5039","xxx","shanghai","2011","middle","21","0","0","0","79","4342","711","833","1438","290561"
"5040","xxx","shandong","2021","small","0","0","0","0","100","3625","478","276","766","258406"
"5041","xxx","hebei","2019","middle","41.3","51.4","0","0","7.4","4320","740","829","850","565739"
"5042","xxx","hebei","2016","small","71.7","1.1","27.2","0","0","2204","115","101","797","68187"
"5043","xxx","hebei","2011","small","52.2","0","5.5","42.3","0","1593","156","139","626","186187"
"5044","xxx","hebei","2017","small","65.7","0","0","34.3","0","867","261","128","558","121011"
"5045","xxx","hebei","2019","middle","0","0","92.3","7.7","0","4592","708","906","812","236452"
"5046","xxx","shanghai","2013","middle","0","0","71.7","28.3","0","3559","755","614","1249","566459"
"5047","xxx","shanghai","2020","small","0","0","0","0","100","1755","338","196","323","51419"
"5048","xxx","hebei","2013","middle","0","100","0","0","0","5739","869","819","703","497732"
"5049","xxx","beijing","2014","middle","0.8","21.2","0","40.7","37.4","4502","997","733","832","394489"
"5050","xxx","shandong","2012","small","0","0","12.4","0","87.6","847","464","244","991","149632"
"5051","xxx","shandong","2013","middle","50.3","0","49.7","0","0","4527","956","951","1280","232475"
"5052","xxx","tianjin","2018","middle","13","14","0","0","73","4569","903","731","1182","599643"
"5053","xxx","shanghai","2012","small","0","0","100","0","0","2464","306","110","696","57510"
"5054","xxx","shandong","2010","middle","36.3","0","0","0","63.7","5971","923","890","1231","430922"
"5055","xxx","shandong","2014","middle","0","44.3","0","2.1","53.6","4002","845","893","743","342228"
"5056","xxx","hebei","2012","small","36.9","63.1","0","0","0","1270","429","296","761","83647"
"5057","xxx","hebei","2020","small","0","53.3","0","46.7","0","704","198","176","565","114686"
"5058","xxx","beijing","2014","middle","0","0","0","0","0","3491","943","646","770","263943"
"5059","xxx","tianjin","2019","middle","0","0","40.5","33.6","25.9","4939","838","627","1128","298129"
"5060","xxx","shanghai","2016","small","41.7","29.8","0","28.5","0","1222","256","168","949","273189"
"5061","xxx","shandong","2017","small","100","0","0","0","0","1053","232","267","512","293314"
"5062","xxx","shanghai","2010","middle","62","0","31.8","0","6.2","5231","942","947","1307","420918"
"5063","xxx","shanghai","2018","middle","18.7","0","0","52.7","28.5","4665","924","991","547","511627"
"5064","xxx","beijing","2020","small","0","0","0","63.4","36.6","1863","442","173","655","71886"
"5065","xxx","shanghai","2012","middle","0","0","0","100","0","3051","880","859","689","442334"
"5066","xxx","shandong","2015","middle","100","0","0","0","0","3213","974","949","940","249127"
"5067","xxx","beijing","2011","middle","18.8","28.7","0","0","52.5","3776","735","661","978","335423"
"5068","xxx","shandong","2018","small","68.8","31.2","0","0","0","3021","359","297","770","222329"
"5069","xxx","beijing","2014","small","0","27.7","0","0","72.3","1567","193","118","796","288013"
"5070","xxx","hebei","2020","small","41.7","0","24.5","33.9","0","2987","428","211","585","98906"
"5071","xxx","shandong","2019","small","0","42.1","0","36.9","21","1264","417","185","983","219607"
"5072","xxx","hebei","2011","middle","0","0","51.8","7.2","41.1","3482","862","780","1280","422415"
"5073","xxx","shanghai","2016","middle","31.7","68.3","0","0","0","3700","896","682","911","473866"
"5074","xxx","beijing","2011","middle","15.4","0","84.6","0","0","3249","908","840","557","520285"
"5075","xxx","tianjin","2014","middle","15","33.5","0","36.3","15.2","4543","878","783","1013","425652"
"5076","xxx","shandong","2013","small","0","0","30.8","0","69.2","763","464","102","880","85423"
"5077","xxx","beijing","2014","middle","0","0","0","0","0","5994","887","895","1308","430089"
"5078","xxx","shandong","2020","small","15.8","4.7","38.6","29.1","11.9","623","156","102","314","292288"
"5079","xxx","shanghai","2012","middle","0","100","0","0","0","4694","733","696","1002","242992"
"5080","xxx","tianjin","2017","small","0","14.4","0","45.1","40.5","2277","430","213","477","168930"
"5081","xxx","hebei","2012","middle","23.5","26.2","21.5","28.8","0","5850","893","722","1184","562983"
"5082","xxx","hebei","2017","small","19.1","0","40.3","40.6","0","2031","458","102","418","249497"
"5083","xxx","shanghai","2010","middle","28.3","9.5","51.4","10.9","0","5335","771","759","1013","402248"
"5084","xxx","shanghai","2010","small","0","63.6","21.3","15.1","0","2810","207","181","738","157728"
"5085","xxx","tianjin","2018","middle","0","100","0","0","0","4864","748","728","1018","525342"
"5086","xxx","shanghai","2010","small","1.2","24.1","54.2","20.4","0","2594","314","230","270","174633"
"5087","xxx","shanghai","2011","middle","0","19.9","0","36.7","43.4","3584","838","642","686","555234"
"5088","xxx","beijing","2013","middle","25.8","48.5","25.7","0","0","4864","851","793","761","210604"
"5089","xxx","hebei","2020","middle","53.2","0","0","21.9","24.9","5036","704","610","845","493767"
"5090","xxx","tianjin","2010","small","34.1","45.2","20.7","0","0","3468","158","113","625","174714"
"5091","xxx","hebei","2019","middle","0","25.3","41.9","32.2","0.6","5178","806","630","867","499039"
"5092","xxx","beijing","2019","middle","0","0","0","0","0","4668","968","944","889","427901"
"5093","xxx","hebei","2014","small","0","47.1","0","52.9","0","2239","476","194","367","286307"
"5094","xxx","tianjin","2017","small","7.7","27.1","51.4","0","13.9","3513","181","204","649","134280"
"5095","xxx","shanghai","2016","middle","40.1","0","0","27.2","32.7","4073","919","709","532","407281"
"5096","xxx","tianjin","2011","small","0","0","0","0","100","1129","169","277","413","159023"
"5097","xxx","shandong","2020","small","0","100","0","0","0","3092","494","175","747","60662"
"5098","xxx","hebei","2015","middle","14","10.4","38.5","0","37.1","5240","770","835","1159","324187"
"5099","xxx","tianjin","2018","middle","0","0","0","100","0","3137","755","975","1299","511444"
"5100","xxx","tianjin","2011","small","7.4","11.1","27.3","54.1","0","3684","384","136","710","172833"
"5101","xxx","beijing","2010","middle","0","0","100","0","0","5166","790","850","599","378971"
"5102","xxx","shandong","2013","middle","0","14.6","85.4","0","0","3513","731","722","839","233322"
"5103","xxx","tianjin","2020","middle","0","0","100","0","0","5218","798","668","943","263392"
"5104","xxx","hebei","2011","middle","0","0","0","100","0","3874","779","767","750","316703"
"5105","xxx","tianjin","2017","middle","2.8","0","21.6","48.8","26.8","5094","711","909","1256","559947"
"5106","xxx","shandong","2011","middle","0","40.5","0","59.5","0","4348","871","797","1378","360508"
"5107","xxx","shanghai","2020","small","0","0","13.1","0","86.9","609","218","257","253","231485"
"5108","xxx","shanghai","2015","small","0","21.3","18.1","0","60.6","2419","217","170","431","161559"
"5109","xxx","shanghai","2017","middle","0","0","100","0","0","5046","957","856","544","425609"
"5110","xxx","tianjin","2011","small","0","34.7","0","0","65.3","1680","343","122","799","51716"
"5111","xxx","shanghai","2010","middle","33.3","33.9","5.7","27.1","0","5376","943","761","1445","370852"
"5112","xxx","beijing","2016","middle","0","20.7","15.2","64.1","0","3155","794","687","1167","301797"
"5113","xxx","beijing","2010","middle","100","0","0","0","0","3793","978","835","1294","595615"
"5114","xxx","shanghai","2013","middle","0","0","37.4","24","38.6","3756","895","917","1358","445894"
"5115","xxx","tianjin","2017","small","36.8","0","12.6","11.7","38.9","3970","491","214","607","82243"
"5116","xxx","tianjin","2016","small","33.9","0","0","31.4","34.7","2671","148","181","855","262833"
"5117","xxx","tianjin","2020","small","0","17.9","35.9","46.3","0","840","439","199","840","181059"
"5118","xxx","shanghai","2021","small","0","100","0","0","0","3503","455","247","670","195495"
"5119","xxx","beijing","2015","middle","100","0","0","0","0","3428","792","637","546","314518"
"5120","xxx","beijing","2021","small","49.2","0","0","50.8","0","3270","411","225","246","192045"
"5121","xxx","shanghai","2016","small","42.4","9.9","2.9","9.5","35.3","1748","341","126","280","264024"
"5122","xxx","shandong","2015","small","0","11.8","0","54.3","33.9","2121","126","187","773","74915"
"5123","xxx","hebei","2017","small","0","0","55","23.1","21.9","1294","453","182","700","250402"
"5124","xxx","tianjin","2015","middle","25.8","49.2","25.1","0","0","3676","810","916","850","357388"
"5125","xxx","hebei","2018","middle","0","0","100","0","0","4323","714","870","1276","260874"
"5126","xxx","shanghai","2011","middle","0","0","5.7","0","94.3","5089","983","660","1080","532247"
"5127","xxx","shandong","2020","middle","100","0","0","0","0","3504","959","992","790","252432"
"5128","xxx","shandong","2015","middle","0","51","0","49","0","5455","845","970","1060","362903"
"5129","xxx","hebei","2014","middle","18","24.5","7.1","36.3","14.1","5780","844","918","536","405783"
"5130","xxx","shanghai","2018","small","0","41.5","0","58.5","0","1531","442","100","865","142994"
"5131","xxx","shanghai","2014","middle","0","0","100","0","0","4744","701","830","865","310183"
"5132","xxx","tianjin","2012","middle","0","0","0","43","57","4506","774","603","923","329020"
"5133","xxx","shanghai","2020","small","80.5","0","0","0","19.5","2205","236","299","768","151537"
"5134","xxx","shandong","2011","middle","50.1","0","20","28.9","1.1","4478","893","911","1334","518280"
"5135","xxx","beijing","2016","small","56.5","3.7","39.7","0","0","1229","147","251","922","280184"
"5136","xxx","beijing","2020","middle","68.6","31.4","0","0","0","4704","962","929","1096","513256"
"5137","xxx","tianjin","2013","small","0","0","0","0","0","3739","403","109","247","113935"
"5138","xxx","beijing","2016","middle","9.9","35.4","22.9","0","31.8","3057","828","629","1172","366634"
"5139","xxx","beijing","2010","small","0","33.2","21.7","5.6","39.5","3181","158","220","293","104757"
"5140","xxx","shanghai","2013","small","0","44.2","0","0","55.8","1515","270","185","212","61269"
"5141","xxx","shandong","2014","small","28.6","12.8","7.3","0","51.3","1891","423","119","740","236995"
"5142","xxx","beijing","2021","small","0.7","0","97.7","1.6","0","1998","354","275","827","172601"
"5143","xxx","beijing","2016","middle","59.9","18","0","22.1","0","3640","930","892","860","420385"
"5144","xxx","tianjin","2018","middle","0.2","34.4","32.2","10.9","22.3","4895","959","926","659","492961"
"5145","xxx","hebei","2014","middle","0","68.5","31.5","0","0","3866","766","895","1136","587588"
"5146","xxx","beijing","2014","middle","7.1","0","0","92.9","0","3700","822","858","1286","245586"
"5147","xxx","shanghai","2020","small","0","0","0","70.5","29.5","1907","223","142","324","244400"
"5148","xxx","beijing","2015","small","28.2","21.4","0","50.4","0","1824","439","239","685","241268"
"5149","xxx","shandong","2019","middle","5.1","64.2","0","0","30.8","5398","822","885","1167","459252"
"5150","xxx","tianjin","2021","small","100","0","0","0","0","1004","342","227","624","230874"
"5151","xxx","shandong","2013","middle","0","38.8","45.6","0","15.6","4276","793","754","1435","525719"
"5152","xxx","tianjin","2017","small","0","0","13.8","0","86.2","3011","239","269","723","212732"
"5153","xxx","shanghai","2021","middle","3.5","90.6","0","0","5.9","3882","715","634","507","394669"
"5154","xxx","beijing","2014","small","29.7","0","0","19.4","50.8","3113","290","257","992","207144"
"5155","xxx","shanghai","2021","small","4.1","13","30.2","0","52.8","3910","299","127","260","182382"
"5156","xxx","beijing","2016","small","0","0","20.2","0","79.8","893","295","267","540","289394"
"5157","xxx","tianjin","2018","small","19.1","17.8","0","42.8","20.3","1657","497","169","947","247114"
"5158","xxx","tianjin","2018","middle","0","0","0","7.1","92.9","4658","736","983","1108","427156"
"5159","xxx","tianjin","2017","small","100","0","0","0","0","986","309","240","734","270067"
"5160","xxx","tianjin","2015","small","0","32.7","37.3","0","30","3428","307","119","281","181714"
"5161","xxx","beijing","2017","middle","8","37","22.5","32.5","0","3436","929","730","1466","274438"
"5162","xxx","tianjin","2020","middle","0","0","55.5","0","44.5","3638","995","617","754","281050"
"5163","xxx","tianjin","2011","small","41","6.2","0","0","52.8","2575","150","102","498","209782"
"5164","xxx","beijing","2014","middle","30.5","6.7","19","20.7","23.1","4156","854","676","591","313602"
"5165","xxx","shanghai","2011","small","28.6","0","71.4","0","0","864","452","235","702","52949"
"5166","xxx","shanghai","2015","middle","0","4.1","0","61.7","34.2","5915","994","769","556","356599"
"5167","xxx","shandong","2013","small","0","0","100","0","0","1833","129","265","331","157923"
"5168","xxx","shanghai","2020","middle","42.4","0","28.2","12.1","17.3","3140","809","832","965","324975"
"5169","xxx","hebei","2019","small","34.6","0","17.6","0","47.8","1036","166","259","914","92704"
"5170","xxx","beijing","2015","small","100","0","0","0","0","2328","483","236","517","62974"
"5171","xxx","beijing","2021","middle","7","33.2","59.8","0","0","4669","935","809","533","200849"
"5172","xxx","shandong","2012","middle","16.1","19.5","38.6","25.8","0","3943","952","847","1179","436726"
"5173","xxx","tianjin","2021","small","0","0","86.4","13.6","0","3453","236","230","843","70933"
"5174","xxx","hebei","2018","small","53.1","29.8","17.1","0","0","2508","301","152","797","277352"
"5175","xxx","hebei","2018","middle","0","89.2","10.8","0","0","4441","847","900","845","550426"
"5176","xxx","shandong","2020","small","40.8","0","16.7","0","42.5","2540","268","199","722","130889"
"5177","xxx","tianjin","2020","small","36.3","0","58","5.7","0","1284","275","107","829","132527"
"5178","xxx","hebei","2021","middle","0","100","0","0","0","5864","710","750","935","224674"
"5179","xxx","shanghai","2014","small","15.8","2","4.7","35.1","42.3","2466","176","118","798","55169"
"5180","xxx","shandong","2013","middle","39.3","0","56.2","0","4.5","3085","847","960","1466","240706"
"5181","xxx","tianjin","2012","middle","0","13.4","40.8","0.4","45.3","4788","912","811","1332","510751"
"5182","xxx","beijing","2016","middle","57.1","0","0","42.9","0","5470","924","709","684","382862"
"5183","xxx","shandong","2017","small","46.5","29.1","0","17.9","6.6","1947","281","141","241","86137"
"5184","xxx","shanghai","2010","small","0","0","46","3.9","50.1","2748","360","135","826","236751"
"5185","xxx","shandong","2014","middle","0","0","46.3","24.3","29.4","4275","855","933","970","502339"
"5186","xxx","shanghai","2016","middle","64.7","0","0","0","35.3","5682","953","623","1382","214856"
"5187","xxx","shanghai","2016","small","0","0","0","16","84","1695","278","210","534","182758"
"5188","xxx","beijing","2018","middle","0","48","0","15.6","36.4","3450","735","845","550","442033"
"5189","xxx","shandong","2014","middle","0","0","10.1","89.9","0","3229","751","917","847","508082"
"5190","xxx","shandong","2011","middle","29.5","8.5","28.5","0","33.5","3972","993","822","990","430323"
"5191","xxx","shanghai","2012","small","0","100","0","0","0","1872","178","161","547","214632"
"5192","xxx","hebei","2011","middle","74.6","16.3","0","9","0","5963","971","814","866","233475"
"5193","xxx","shandong","2010","middle","60.4","39.6","0","0","0","3363","865","616","815","332948"
"5194","xxx","tianjin","2010","middle","0","100","0","0","0","3517","963","731","1163","294245"
"5195","xxx","shandong","2014","middle","30.2","0","22.2","18.6","29","3931","963","928","647","230287"
"5196","xxx","hebei","2013","small","100","0","0","0","0","1996","420","211","840","235587"
"5197","xxx","shandong","2020","middle","53","0","0","0","47","4291","840","683","735","237944"
"5198","xxx","hebei","2017","small","0","0","0","100","0","1782","439","256","354","163811"
"5199","xxx","hebei","2021","middle","0","100","0","0","0","3959","969","880","811","278637"
"5200","xxx","hebei","2012","middle","0","61.4","38.6","0","0","3483","802","909","1274","596070"
"5201","xxx","tianjin","2011","small","23","70.4","0","6.6","0","1829","432","184","305","246348"
"5202","xxx","hebei","2018","small","9.1","0","75.2","0","15.6","1579","248","120","352","57442"
"5203","xxx","shandong","2020","small","24","73.4","0","2.6","0","2859","413","196","335","83479"
"5204","xxx","shanghai","2019","middle","20.7","10.9","35.1","19.2","14.1","3820","801","627","1389","593017"
"5205","xxx","shanghai","2020","middle","0","12.1","9.6","72.4","5.9","5891","736","896","788","325831"
"5206","xxx","beijing","2011","middle","25.1","0","74.9","0","0","3039","713","619","1240","586953"
"5207","xxx","shanghai","2013","small","0","71.2","0","16.1","12.7","637","338","283","256","63373"
"5208","xxx","hebei","2015","small","46.3","0","0","51.5","2.2","2979","338","115","251","187916"
"5209","xxx","hebei","2018","small","35.6","0","0","0","64.4","2016","391","248","689","109180"
"5210","xxx","tianjin","2015","small","0","100","0","0","0","2183","168","258","346","176987"
"5211","xxx","tianjin","2016","middle","0","0","0","9.6","90.4","5439","709","677","1219","378909"
"5212","xxx","shandong","2016","small","14","35.1","21.2","9.4","20.2","1737","327","106","677","225169"
"5213","xxx","beijing","2012","middle","0","0","0","0","100","5603","727","690","795","548863"
"5214","xxx","shanghai","2021","small","0","0","59.3","19","21.7","2956","242","154","752","129351"
"5215","xxx","hebei","2016","small","7.1","30.1","5.1","5.4","52.4","2499","222","110","600","128534"
"5216","xxx","shanghai","2021","middle","0","0","100","0","0","3751","700","946","1025","327619"
"5217","xxx","shandong","2014","small","13.3","32.6","0","42.9","11.2","3763","462","154","350","196277"
"5218","xxx","shandong","2017","small","0","7.5","39.6","51","1.9","2425","296","298","916","101245"
"5219","xxx","tianjin","2017","middle","0","0","13.5","51.2","35.3","4307","969","721","518","280305"
"5220","xxx","shandong","2013","middle","56","0","0","0","44","3252","808","688","509","503661"
"5221","xxx","shanghai","2019","middle","0","0","0","68.3","31.7","5917","767","999","1137","375352"
"5222","xxx","hebei","2010","small","56.2","0","1.6","41.9","0.3","3180","161","265","701","71287"
"5223","xxx","beijing","2018","small","76.7","14.2","0.9","8.3","0","2472","406","126","795","142875"
"5224","xxx","hebei","2012","small","7","43.6","0","40.1","9.3","3545","367","167","537","144589"
"5225","xxx","beijing","2012","middle","0","0","0","0","100","3604","700","926","1101","354419"
"5226","xxx","shanghai","2020","middle","11.4","12.8","0","75.9","0","3598","914","960","728","224781"
"5227","xxx","hebei","2017","middle","18.7","30.9","0","0","50.3","3892","747","664","868","389216"
"5228","xxx","tianjin","2018","small","0","7.7","0","0","92.3","2881","211","128","756","140296"
"5229","xxx","tianjin","2010","small","100","0","0","0","0","2122","477","292","595","236150"
"5230","xxx","shandong","2016","small","0","44.8","0","0","55.2","1687","423","231","841","203745"
"5231","xxx","tianjin","2012","small","0.3","0","0","16.6","83.1","2866","374","269","975","155322"
"5232","xxx","shanghai","2017","middle","81.4","18.6","0","0","0","3780","937","705","705","572812"
"5233","xxx","tianjin","2010","middle","0","16.4","13.6","21.2","48.8","4422","763","622","1050","488237"
"5234","xxx","shanghai","2021","small","95.4","0","4.6","0","0","1250","339","155","451","109481"
"5235","xxx","beijing","2018","middle","15.6","38.3","0","13.7","32.4","5615","834","937","1312","408800"
"5236","xxx","shandong","2015","small","1.9","0","98.1","0","0","932","216","114","898","155139"
"5237","xxx","hebei","2019","small","56.6","0","0","0","43.4","3858","301","214","942","287883"
"5238","xxx","beijing","2019","middle","30.7","0","0","1.4","67.8","4543","722","771","973","473472"
"5239","xxx","shandong","2019","small","27.3","50.5","0","0","22.2","3689","154","164","278","253973"
"5240","xxx","tianjin","2014","small","100","0","0","0","0","3949","475","123","629","126887"
"5241","xxx","hebei","2014","middle","0","11.1","66","22.9","0","5222","891","641","714","280847"
"5242","xxx","tianjin","2020","middle","16.8","2.5","7.7","37","36","5004","957","915","975","405496"
"5243","xxx","beijing","2015","middle","0","16.4","0","36.8","46.9","5882","710","606","659","475680"
"5244","xxx","tianjin","2018","small","0","27.4","0","0","72.6","1030","463","106","905","214603"
"5245","xxx","beijing","2018","middle","0","0","0","0","100","5698","740","835","950","303810"
"5246","xxx","beijing","2013","middle","0","64.5","0","0","35.5","5208","725","903","1369","216960"
"5247","xxx","tianjin","2015","small","0","40.6","0","59.4","0","853","164","274","261","121921"
"5248","xxx","tianjin","2015","middle","27.5","1.3","0","71.2","0","3737","758","767","1426","500635"
"5249","xxx","shandong","2017","middle","0","0","100","0","0","5941","841","652","818","226768"
"5250","xxx","beijing","2016","small","0","52.3","0","36.8","10.9","3203","146","125","565","63184"
"5251","xxx","beijing","2014","middle","1.3","69.8","28.9","0","0","5974","711","794","785","268502"
"5252","xxx","hebei","2012","middle","14.7","18.3","28.1","38.9","0","5865","957","731","513","269328"
"5253","xxx","shandong","2017","middle","0","16.3","83.7","0","0","5261","744","668","750","436632"
"5254","xxx","shandong","2019","middle","29.1","0","15.3","23.3","32.3","3294","837","686","550","429910"
"5255","xxx","hebei","2015","middle","43.5","0","0","56.5","0","4324","789","712","1295","311174"
"5256","xxx","tianjin","2010","small","0","75.7","0","24.3","0","1534","229","282","436","99102"
"5257","xxx","shandong","2016","small","0","1.9","72.1","0","26","3461","160","277","798","276485"
"5258","xxx","shandong","2014","middle","0","0","0","72.4","27.6","4223","789","710","1163","535239"
"5259","xxx","shandong","2020","small","31","24.6","0","44.4","0","3690","254","194","961","70215"
"5260","xxx","beijing","2019","middle","0","0","0","0","100","4396","984","607","1372","488572"
"5261","xxx","beijing","2020","middle","85.1","0","0","14.9","0","4811","749","681","1056","477051"
"5262","xxx","tianjin","2020","small","0","28.6","54.6","16.8","0","693","353","212","711","216177"
"5263","xxx","beijing","2019","small","0","33.4","0","34.2","32.4","3869","245","291","606","54637"
"5264","xxx","hebei","2017","small","0","0","55.4","0","44.6","1972","237","197","498","205269"
"5265","xxx","hebei","2020","small","58.8","0","5.1","36.1","0","3196","322","258","689","273645"
